player_id,player_name,team,rushing_yds,receptions,receiving_yds,fumbles,touchdowns
0830e644-2d6e-446b-9da6-57d7e3472fcd,Kendall Hinton,DEN,0,5,94,0,0
2a443351-5e63-4a49-819e-912b51a745f2,Tim Patrick,DEN,0,0,0,0,0
40a9d668-269b-48ec-be2f-128d89aeb20f,Trinity Benson,DEN,0,0,0,0,0
89338a12-65a8-4670-ac99-97281732ff79,K.J. Hamler,DEN,0,4,109,0,0
8cd3d1bb-5b04-4351-bd03-4b4f9b9e33e4,Tyrie Cleveland,DEN,0,2,28,0,0
90785e41-84ca-41b8-a7f8-47f20086275b,Montrell Washington,DEN,28,2,4,3,0
aa8d3730-d254-11ec-b16e-cf7159baf83d,Jalen Virgil,DEN,0,0,0,0,0
b55ae5ba-593f-4560-9cab-14e10698e01d,Courtland Sutton,DEN,5,31,431,0,1
eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,Jerry Jeudy,DEN,1,17,290,0,2
12f27311-7cd6-4ca5-ba7d-571e9de5e1eb,Mike Williams,LAC,0,30,409,0,2
4c449f2b-a566-4c9c-882c-a70991d1aa54,Joe Reed,LAC,0,0,0,0,0
58e217cd-53c0-40e7-b40b-62f53d246751,John Hightower,LAC,0,0,0,0,0
5f424505-f29f-433c-b3f2-1a143a04a010,Keenan Allen,LAC,0,4,66,0,0
8346e196-ce56-4cfd-8438-f3c39131b327,Jason Moore Jr.,LAC,0,0,0,0,0
857fcc59-10e8-4194-bd7d-41bc5f72a47f,Joshua Palmer,LAC,4,26,240,0,1
9ae2584a-40c1-4b30-be34-a9567659eacd,DeAndre Carter,LAC,-5,16,192,1,1
ae9495b2-4c62-4e14-8e43-beb53e1ae28a,Jalen Guyton,LAC,0,2,64,0,0
ec7af934-a7f3-40f5-9fc0-210022dd6180,Michael Bandy,LAC,0,3,53,0,0
fcae1e29-5ca2-463e-92a6-0be893f5eb4a,Keelan Doss,LAC,0,0,0,0,0
11b9bcde-b2c8-412b-9689-4420182ca928,Marcus Kemp,KC,0,0,0,0,0
1c8a4510-786c-4bc2-a9e9-e491b688206f,Skyy Moore,KC,0,6,100,1,0
3e59ec20-ce0d-11ec-8f7c-f5226825ea6a,Jerrion Ealy,KC,0,0,0,0,0
5226f6a9-a6af-45f9-93ec-669542f3cfc9,Daurice Fountain,KC,0,0,0,0,0
